episode_reward,moving_avg
-28.88496981561184,-40.05210986882448
-45.80731639266014,-39.048048825562
-53.78044110536575,-41.59023052752018
-35.290431663393974,-41.14454983323812
-55.29018786549568,-42.95387547314167
-31.805816009640694,-40.68801683038473
-43.19415494799614,-41.95174688398838
-60.866084814071655,-44.30919364988804
-36.01686769723892,-43.13697280138731
-28.76893801987171,-41.97052083313465
-34.95347073674202,-42.57737092524767
-39.96417444944382,-41.993056730926035
-41.177552819252014,-40.73276790231466
-53.98482495546341,-42.602207231521604
-56.111387461423874,-42.68432719111443
-28.729402855038643,-42.37668587565422
-30.407322004437447,-41.09800258129835
-30.764343604445457,-38.08782846033573
-32.294011265039444,-37.71554281711578
-36.34157557785511,-38.47280657291412
-39.17717817425728,-38.89517731666565
-31.931844010949135,-38.09194427281618
-36.44211998581886,-37.61840098947287
-34.70616564154625,-35.69053505808115
-47.84984710812569,-34.86438102275133
-51.61039862036705,-37.152480599284175
-34.56322801113129,-37.56807119995356
-53.861187905073166,-39.877755630016324
-51.93032217025757,-41.84138672053814
-81.42481744289398,-46.349710907042024
-35.97943893074989,-46.02993698269129
-55.0101982653141,-48.33777240812778
-54.3890263736248,-50.13246304690838
-35.66427010297775,-50.22827349305153
