episode_reward,moving_avg
-84.09140914678574,-102.31014245152474
-90.89474600553513,-98.67979062199592
-110.58332896232605,-101.276318192482
-86.7875907421112,-97.3456380546093
-105.21700233221054,-99.16074262261391
-86.7406314611435,-98.45435404777527
-121.82655954360962,-102.20554039478301
-86.86616969108582,-101.64984204769135
-86.8394604921341,-98.8314251601696
-102.57999992370605,-96.24268983006478
-113.01713395118713,-99.13526231050491
-119.29158991575241,-101.97494670152665
-88.43856257200241,-99.76047006249428
-87.41066139936447,-99.8227771282196
-115.76462572813034,-100.87753946781159
-81.57592219114304,-100.36106854081154
-72.08505502343178,-95.38691808879375
-103.34735661745071,-97.03503678143025
-112.94274735450745,-99.64536546766757
-77.72437360882759,-97.15980283617974
-112.19639486074448,-97.07772892713547
-82.8942828476429,-93.43799822032452
-101.0210936665535,-94.69625132977963
-85.35359770059586,-94.49054495990276
-95.5308827161789,-92.46717065870762
-84.08532494306564,-92.71811093389988
-79.19654262065887,-93.42925969362258
-83.0159430205822,-91.39611833393573
-82.13371801376343,-88.31521539986133
-92.7439883351326,-89.81717687249184
-109.02542841434479,-89.50008022785187
-108.14505904912949,-92.02515784800053
-71.9453195631504,-89.11758043766022
-105.46334582567215,-91.12855525016785
-78.32417726516724,-89.40788470506668
-101.60360306501389,-91.15971251726151
-109.61969298124313,-94.20202755331994
-106.89902114868164,-96.59033536612988
-77.19592052698135,-96.09655561745167
-115.8735460639,-98.4095113903284
-107.85817009210587,-98.29278555810451
-116.14022094011307,-99.09230174720287
-100.75616073608398,-101.97338586449624
-70.62842440605164,-98.48989372253418
-113.52264547348022,-102.00974054336548
-81.62742394208908,-100.012122631073
-75.61706680059433,-96.61186001300811
-110.16022270917892,-96.93798016905785
-67.66994071006775,-95.98538218736648
-96.5314856171608,-94.05117614269257
-68.47839733958244,-90.11319886744022
-104.6277824640274,-88.96195501983166
-116.69846326112747,-90.55618527233601
-78.65976664423943,-91.35931949615478
-70.09403640031815,-87.01645858883857
-105.19656896591187,-89.37337309122086
-92.12798702716827,-91.02446511387825
-101.7987043261528,-90.18831327557564
-106.02422869205475,-94.02374207377434
-104.19701910018921,-94.79029542207718
-111.33838027715683,-99.07629371583462
-91.93430602550507,-97.80694607198238
-72.58046770095825,-93.39514651596546
-104.1526483297348,-95.944434684515
-104.70323729515076,-99.40535477399825
-109.05920737981796,-99.79161861538887
-74.59492126107216,-98.03831203877925
-91.20600616931915,-96.97904222309589
-103.76606225967407,-96.75322557985783
-95.94576221704483,-95.92809989154338
-74.10625311732292,-92.20488717556
-100.84795266389847,-93.09625183939934
-84.98357659578323,-94.33656272888183
-74.518823325634,-91.37318022847175
-64.5269031226635,-87.35554681122304
-78.32696610689163,-84.2823226839304
-64.48703330755234,-83.27153388857842
-98.81996190547943,-84.03292946219445
-96.71676141023636,-83.32799937725068
-69.56428235769272,-80.68985139131546
-128.002639234066,-86.07949000298977
-68.48288735747337,-82.84298347234726
-62.62509402632713,-80.60713521540166
-71.39448821544647,-80.2947017043829
-96.60366398096085,-83.50237779021263
-69.6468622982502,-82.63436740934849
-85.796581864357,-84.76532226502896
-56.65723979473114,-80.54905005395412
-96.37634885311127,-80.51500879824161
-59.52032831311226,-79.51061339378357
-60.4782657623291,-72.75817604660988
-61.47061988711357,-72.0569492995739
-97.27012926340103,-75.5214528232813
-93.19535040855408,-77.70153904259205
-69.12134087085724,-74.95330673158169
-65.75187304615974,-74.56380780637264
-53.6019321680069,-71.34434283673764
-85.14477354288101,-74.19309621155261
-105.7097681760788,-75.12643814384937
-59.23028236627579,-75.09743354916573
-54.338631957769394,-74.48347016870976
-64.04091104865074,-74.74049928486347
-56.975093215703964,-70.71099568009376
-92.36675626039505,-70.62813626527786
-53.092292070388794,-69.02523138523102
-78.39414456486702,-70.28945853710175
-66.30586245656013,-71.55985156595708
-49.79377315938473,-68.02475152760744
-47.255863666534424,-62.179361076653
-56.45315745472908,-61.901648585498336
-89.76739227771759,-65.44452461749316
-51.59253215789795,-64.19968672841787
-54.6602363884449,-63.96820104569197
-78.18982756137848,-62.55050817579031
-53.56795647740364,-62.59807461649179
-64.17199927568436,-61.175860087573525
-57.640093475580215,-60.309283189475536
-81.08089184761047,-63.437995058298114
-76.16393977403641,-66.32880266904832
-78.30237331986427,-68.51372425556183
-74.74303439259529,-67.0112884670496
-47.16588218510151,-66.56862346976996
-78.66928631067276,-68.96952846199274
-47.05114993453026,-65.85566069930792
-47.0911431312561,-65.20797936469316
-55.11189892888069,-64.3019693300128
-57.394640266895294,-64.27742400914431
-65.5628342628479,-62.72561825066805
-56.3860365152359,-60.747827924788
-49.764803767204285,-57.894070969522
-79.78860887885094,-58.39862841814757
-67.65516543388367,-60.44755674302578
-67.51826444268227,-59.33245455622673
-72.24277523159981,-61.85161708593368
-79.05762767791748,-65.04826554059983
-44.66567873954773,-64.00364352166653
-73.58856004476547,-65.62303549945355
-110.34374836087227,-70.10112690925598
-61.08117160201073,-70.57064041793346
-56.50173896551132,-71.24433393776417
-40.78552155196667,-67.34402520507574
-68.1031411588192,-67.38882277756929
-69.04341334104538,-67.5413376674056
-81.74109926819801,-68.49117007106543
-49.01027625799179,-65.48643492907286
-51.222080767154694,-66.14207513183355
-85.47118851542473,-67.33033797889948
-43.501920729875565,-60.64615521579981
-43.5660932213068,-58.89464737772941
-44.70444272458553,-57.71491775363684
-42.1795948445797,-57.85432508289814
-46.06116059422493,-55.65012702643871
-69.67415603995323,-55.7132012963295
-66.9277172088623,-54.231863090395926
-70.32411095499992,-56.36324656009674
-50.916298896074295,-56.3326683729887
-45.89254027605057,-52.374803549051286
-49.23285457491875,-52.947896933555604
-74.36428135633469,-56.027715747058394
-75.524269759655,-59.10969845056534
-81.89174130558968,-63.080913096666336
-46.63284274935722,-63.138081312179565
-77.8983992934227,-63.96050563752651
-78.9331742823124,-65.16105134487152
-40.14929887652397,-62.14357013702393
-56.742890268564224,-62.72622927427292
-46.897064954042435,-62.826681742072104
-42.7494166046381,-62.17833794504404
-42.81805710494518,-59.02371551990509
-49.757064640522,-56.44699500799179
-46.67468389868736,-52.92528926730156
-79.20341169834137,-56.18234616219998
-53.732544898986816,-53.76576072275638
-55.73531264066696,-51.44597455859184
-39.92036575078964,-51.42308124601841
-51.65785163640976,-50.91457738280296
-54.01109418272972,-51.62598030567169
-67.27581512928009,-54.07862015813589
-74.7731848359108,-57.27413293123245
-60.37148743867874,-58.33557521104812
-66.42070895433426,-60.31017771661281
-43.9869584441185,-56.78853239119053
-76.58385229110718,-59.073663130402565
-38.822864323854446,-57.38241829872131
-36.27503252029419,-57.01788497567177
-67.04374948143959,-58.55647476017475
-76.95963269472122,-60.8513286113739
-74.26067689061165,-61.54981478750706
-69.45281767845154,-61.01777807176113
-47.606946766376495,-59.74132400453091
-40.34013777971268,-57.13326688706875
-54.61153984069824,-58.19572502672672
-35.64038324356079,-54.10137812197208
-41.96723395586014,-54.41581508517265
-37.4725534170866,-54.53556717485189
-70.51725682616234,-54.88291790932417
-52.98510801792145,-52.485465441644195
-46.54212164878845,-49.71360991746187
-69.89728564023972,-49.75805671364069
-46.28959894180298,-49.62632193118334
-34.48839995265007,-49.04114814847708
-41.98706558346748,-47.778700722754
-45.46145308017731,-48.760807706415655
-75.55663430690765,-52.119747741520406
-46.01961976289749,-52.97445437610149
-69.18925121426582,-52.841653814911844
-44.97261989116669,-52.04040500223637
-63.95803287625313,-53.78199612498283
-47.53739860653877,-51.54600742161274
-61.44682338833809,-53.06172986626625
-77.65916976332664,-57.378806847333905
-73.10645163059235,-60.4907454520464
-71.26429736614227,-63.07102988064289
-41.1740213483572,-59.63276858478785
-41.71888895332813,-59.20269550383091
-61.78611648082733,-58.46238203048706
-43.66663283109665,-58.33178332448006
-45.86270919442177,-56.52225095629692
-45.32401958107948,-56.30091305375099
-42.356824457645416,-54.391913160681725
-43.69731891155243,-50.9957280755043
-38.269886776804924,-47.51207159012556
-39.54011145234108,-44.33965299874544
-63.28147941827774,-46.550398805737494
-60.276673048734665,-48.40617721527815
-35.46291734278202,-45.77385730147362
-44.03012050688267,-45.81020606905222
-61.13643208146095,-47.337578357756136
-72.18904489278793,-50.02408088892698
-72.71455335617065,-53.059853778779505
-41.649129420518875,-52.85503482967615
-68.41471004486084,-55.86951715648174
-60.90662205219269,-58.006168216466904
-47.14726987481117,-56.392747262120245
-36.34871071577072,-53.99995102882385
-34.7040801346302,-53.924067308008674
-44.161138266325,-53.9371690839529
-70.88041299581528,-54.911567175388335
-47.25162699818611,-52.417825385928154
-54.020324766635895,-50.54840252697468
-38.73162515461445,-50.25665210038424
-66.34787249565125,-50.04996834546328
-37.27426806092262,-47.68673294633627
-55.800902009010315,-48.55209615975618
-37.55166310071945,-48.67239139825106
-52.83858975768089,-50.48584236055613
-61.114106237888336,-52.18113915771246
-65.68188807368279,-51.66128666549921
-53.27650365233421,-52.26377433091402
-59.77253717184067,-52.838995571434495
-45.844212859869,-53.550254341959956
-40.777114644646645,-50.99317855685949
-41.24246062338352,-51.38999781310558
-69.13544031977654,-52.723451644182205
-40.23029215633869,-52.99131454974413
-32.47980071604252,-50.955435645580295
-64.31377387046814,-51.275402408838275
-61.627317041158676,-50.86994530558586
-42.5519895106554,-49.79749389141798
-47.602850675582886,-48.5805252417922
-58.01884254813194,-49.7979882106185
-65.93323862552643,-52.31360060870647
-55.586347848176956,-53.74798933118582
-63.68673703074455,-53.20311900228262
-46.29317659139633,-53.80940744578838
-56.74495828151703,-56.23592320233583
-38.12161837518215,-53.616707652807236
-65.75345796346664,-54.02932174503803
-43.621963024139404,-54.13631909638643
-62.41850244998932,-55.61788427382707
-53.41509175300598,-55.15750919431448
-48.98662203550339,-53.46284753531218
-37.350943103432655,-51.639307060837744
-37.008480697870255,-48.971481427550316
-41.11347338557243,-48.45351110696792
-38.216357320547104,-46.60065101087093
-58.08838713169098,-48.59732788652182
-41.9083314538002,-46.21281523555517
-57.27274250984192,-47.57789318412542
-60.45027935504913,-47.381070874631405
-40.99143689870834,-46.13870538920164
-37.454254895448685,-44.985468675196174
-34.71676158905029,-44.722050523757936
-60.215885013341904,-47.0427909553051
-61.25781258940697,-49.057224875688554
-39.37093210220337,-49.17268235385418
-49.07578021287918,-48.271421661973
-68.38308587670326,-50.91889710426331
-59.344898760318756,-51.12611272931099
-35.80375203490257,-48.66145999729633
-34.00729598104954,-47.96304590553045
-63.60565033555031,-50.57818544954061
-56.495455384254456,-52.75605482906103
-41.307982087135315,-50.86526453644037
-32.564718529582024,-47.99595513045788
-48.5156325250864,-48.91042517274618
-61.62451872229576,-50.16529902368784
-60.827786922454834,-49.409769128262994
-38.48039750754833,-47.323319002985954
-34.633726090192795,-47.20631640851498
-38.382512241601944,-47.643838034570216
-63.90907111763954,-47.67418011277914
-39.78799596428871,-46.00343417078257
-59.365517765283585,-47.809187738597394
-45.49669961631298,-49.10238584727049
-39.48637408018112,-48.19946000277996
-40.541831612586975,-46.09119129180908
-48.313687205314636,-44.839781320095064
-38.489029824733734,-44.840644551813604
-34.04221539199352,-44.78149348199368
-59.59153038263321,-46.9023952960968
-55.41921743750572,-46.05340992808342
-48.09662780165672,-46.88427311182022
-37.31924529373646,-44.67964586466551
-38.42480757832527,-43.97245666086674
-37.11401942372322,-43.735221195220944
-51.18500691652298,-44.799538725614546
-44.98733928799629,-44.46690393388271
-46.09255573153496,-45.22725652456283
-31.57809843122959,-44.98084482848644
-60.393548518419266,-45.06104664206505
-38.03780126571655,-43.32290502488613
-57.267580300569534,-44.240000274777415
-43.50815322995186,-44.858891068398954
-23.696826204657555,-43.38609293103218
-60.557133585214615,-45.73040434718132
-34.42101462185383,-44.054005117714404
-40.6674402654171,-43.622015215456486
-59.81688350439072,-44.99444799274206
-39.63955198228359,-45.80059334784746
-40.17059510946274,-43.77829800695181
-60.214410960674286,-45.99595897644758
-62.071643859148026,-46.476365332305434
-38.909938260912895,-46.016543835401535
-61.15358319878578,-49.762219534814356
-37.4462456703186,-47.451130743324754
-59.09567201137543,-49.91859648227692
-38.68167424201965,-49.72001987993717
-43.13721212744713,-48.052052742242815
-33.79444032907486,-47.46754157692194
-35.70875337719917,-47.02135740369558
-40.4659760594368,-45.046513913571836
-42.18789890408516,-43.05813941806555
-41.515180855989456,-43.318663677573205
-38.18689726293087,-41.02199508398771
-34.6451710909605,-40.741887626051906
-30.359740778803825,-37.86829450279474
-39.46313725411892,-37.946440804004666
-35.96748733520508,-37.22946832478046
-36.03794024884701,-37.453818316757676
-58.825268626213074,-39.76546984165907
-59.99912315607071,-41.71878455132246
-39.882332876324654,-41.48822794854641
-41.83698436617851,-41.52040829956532
-61.49892720580101,-43.85161129385233
-37.75890703499317,-44.16298488825559
-56.56850555539131,-46.78386136591435
-48.09584313631058,-47.64713195413351
-42.762283116579056,-48.32661153227091
-51.246942073106766,-49.847511714696886
-37.70417547225952,-47.73540239930153
-34.94538000226021,-45.23002808392048
-37.488559409976006,-44.99065073728561
-34.61212047934532,-44.2681643486023
-34.986018389463425,-41.616873466968535
-55.91881477832794,-43.43286424130201
-36.70587620139122,-41.44660130590201
-32.87797263264656,-39.9248142555356
-39.32031488418579,-39.58061743229628
-42.586123049259186,-38.714535529911515
-38.04972085356712,-38.74909006804228
-35.60366955399513,-38.81491902321577
-48.495268762111664,-39.91558995842934
-46.397524297237396,-41.09413034021854
-58.29206946492195,-43.4247354477644
-59.95857325196266,-43.82871129512787
-59.582304269075394,-46.116354101896285
-41.53350627422333,-46.98190746605396
-34.21498864889145,-46.471374842524526
-51.02241596579552,-47.31500413417816
-50.61067393422127,-48.57109944224358
-38.735897570848465,-48.88432224392891
-49.69891342520714,-49.00468671023846
-38.6585254073143,-48.23078682124615
-50.66318401694298,-47.46789827644825
-51.50942614674568,-46.62298356592655
-59.99579268693924,-46.664332407712934
-32.34243716299534,-45.74522549659014
-46.29139268398285,-46.952865900099276
-51.689069211483,-47.01953122466803
-49.50321584939957,-46.90878541618586
-53.21746200323105,-48.35694185942411
-37.38916324079037,-47.125966840982436
-53.668988078832626,-48.62701310813427
-48.860357254743576,-48.44673043191433
-52.24955257773399,-48.52074307501316
-40.62251456081867,-46.583415262401104
-48.133292853832245,-48.16250083148479
-35.58115182816982,-47.09147674590349
-58.55816414952278,-47.77838623970747
-58.78144297003746,-48.70620895177126
-34.445681631565094,-46.829030914604665
-64.60572764277458,-49.55068735480309
-34.023426935076714,-47.58613124042749
-34.19918030500412,-46.120013545453546
-31.444075912237167,-44.03946587890387
-61.215577483177185,-46.098772171139714
-39.977819085121155,-45.283224794268605
-36.61774742603302,-45.38688435405493
-58.208311438560486,-45.351899082958695
-37.3262814283371,-43.20638292878866
-35.71427647769451,-43.33324241340161
-50.48702475428581,-41.921372124552725
-55.93986853957176,-44.11301628500223
-57.420739740133286,-46.43517222851515
-59.95078131556511,-49.28584276884794
-33.20929215848446,-46.48521423637867
-47.820381194353104,-47.26947044730186
-36.494291573762894,-47.25712486207485
-48.40314435958862,-46.276608154177666
-38.34887233376503,-46.37886724472046
-32.461405381560326,-46.05358013510704
-50.80076992511749,-46.084954652190206
-36.81688450276852,-44.17265624850988
-49.77495947480202,-43.40807822197676
-35.0972688049078,-40.92272697091103
-35.49679873883724,-41.1514776289463
-57.6624111533165,-42.13568062484264
-52.07232949137688,-43.69348441660404
-31.55343583226204,-42.00851356387138
-55.51447632908821,-43.7250739634037
-33.84349137544632,-43.8632825627923
-50.4108222424984,-43.82428779453039
-32.30549293756485,-43.37314863801002
-36.608378008008,-42.05649049133062
-36.63813824951649,-42.21057743579149
-52.40968635678291,-43.90186619758606
-32.61654917895794,-41.397280000150204
-36.52251885831356,-39.842298936843875
-56.3098022043705,-42.317935574054715
-35.69618219137192,-40.33610616028309
-50.35870948433876,-41.98762797117233
-41.836508214473724,-41.13019656836987
-44.558388113975525,-42.355486086010934
-49.706837832927704,-43.665332068502906
-50.718480706214905,-45.073366314172745
-28.69024632871151,-42.701422311365604
-53.341523587703705,-44.77391975224018
-54.97922909259796,-46.61959077566862
-52.64367711544037,-46.25297826677561
-36.196557223796844,-46.3030157700181
-31.073833152651787,-44.374528136849406
-38.559603333473206,-44.04683764874935
-47.505574464797974,-44.34155628383159
-48.89485004544258,-44.260357505083086
-35.75769206881523,-42.76427864134312
-32.357011049985886,-43.130955113470556
-40.66404390335083,-41.86320714503527
-54.34380489587784,-41.79966472536326
-37.7544936388731,-40.31074637770653
-35.62090086936951,-40.253180742263794
-33.448779076337814,-40.4906753346324
-50.1299646794796,-41.64771146923304
-46.65907487273216,-41.56306151002646
-56.73735997080803,-42.347312502563
-51.92038628458977,-43.963581924140456
-35.206033274531364,-44.248484146595004
-48.37964531779289,-45.02004428803921
-35.322872057557106,-43.117951004207136
-32.41561223566532,-42.58406286388636
-52.85939800739288,-44.3079125776887
-53.881094604730606,-46.35114413052797
-54.6679949760437,-46.80494716018438
-29.408310666680336,-45.0798707395792
-53.49120816588402,-44.7552555590868
-34.77018900215626,-43.04023583084345
-32.785581544041634,-42.79819065779448
-32.04315268993378,-41.16454139500856
-35.966497883200645,-41.22890397757292
-45.427029460668564,-42.530045700073245
-42.00888392329216,-41.44499429166317
-57.392807722091675,-41.796165603399274
-46.3726187646389,-40.9666279822588
-35.29320713877678,-41.55511762946844
-52.17959812283516,-41.423956625163555
-54.81479302048683,-43.42841702699661
-38.7720732241869,-44.02706619501114
-31.929950952529907,-44.01574602127075
-42.735813811421394,-44.69267761409283
-36.35132446885109,-43.78510711491108
-35.8801222294569,-43.17223094552755
-36.136620208621025,-41.04661219418049
-47.88156560063362,-41.19750687777996
-51.517653822898865,-42.81995154619217
-33.264900758862495,-40.9284818097949
-32.5615267008543,-38.70315517783165
-53.40229159593582,-40.16617701500654
-40.78677028417587,-41.05185894817114
-32.81600967049599,-40.0598785340786
-33.589486345648766,-39.783694721758366
-31.037480920553207,-39.299430590868
-53.42020508646965,-41.02778907865286
-50.822995752096176,-41.32193209379911
-52.44760552048683,-41.414927263557914
-48.85966119170189,-42.97440330684185
-40.3521174043417,-43.75346237719059
-30.905815720558167,-41.50381478965282
-32.68506136536598,-40.693643897771835
-37.36179769039154,-41.14822269976139
-38.68251423537731,-41.657525488734244
-32.56748601794243,-41.81052599847317
-54.68720090389252,-41.937225580215454
-45.26825453341007,-41.38175145834684
-35.134616658091545,-39.65045257210731
-47.20149955153465,-39.484636408090594
-40.007264375686646,-39.45015110522509
-30.800482600927353,-39.439617793262
-50.618798583745956,-41.232991515100004
-35.763735711574554,-41.073185317218304
-56.38986387848854,-42.84392028152943
-36.85317724943161,-43.272489404678346
-40.66666017472744,-41.87043533176184
-44.293640315532684,-41.7729739099741
-51.32191389799118,-43.39170363396406
-53.373151153326035,-44.0088687941432
-30.133329764008522,-43.021475332975385
-37.94930763542652,-43.736357836425306
-34.14444079995155,-42.08892205804587
-51.39798706769943,-43.65234719365835
-35.517167419195175,-41.56507754772902
-34.46689461171627,-41.32644928395748
-57.77846786379814,-43.03763005286455
-34.01789240539074,-42.010055261850354
-50.36087280511856,-41.913951152563094
-37.089073210954666,-40.28554335832596
-30.964863434433937,-40.3686967253685
-30.059311851859093,-39.57969714701176
-45.74903476238251,-40.740156543254855
-32.95653049647808,-38.896010886132714
-39.33726353943348,-39.27802049815655
-28.091296806931496,-38.64046071767807
-32.43633586168289,-36.10624751746654
-34.033591359853745,-36.107817412912844
-31.817775383591652,-34.25350767076016
-39.42407263815403,-34.48700761348009
-50.91589576005936,-36.48211084604263
-29.576504915952682,-36.43383015245199
-42.55653977394104,-36.114580653607845
-47.00482428073883,-37.51941003203392
-34.32413609325886,-37.01809728741646
-41.32106086611748,-38.341073693335055
-46.262428402900696,-39.72368294745684
-53.9688521027565,-41.71720902174711
-30.294201463460922,-41.56485162973404
-52.15869879722595,-42.83831424564123
-34.57861375808716,-41.20458604544401
-28.04573665559292,-41.05150921940803
-34.282697185873985,-40.22412496060133
-35.996238470077515,-39.123266379535195
-53.74866107106209,-41.06571887731552
-35.01164023578167,-40.43477681428194
-54.7120087146759,-41.27973484545946
-33.14196138083935,-39.197045773267746
-47.2957179248333,-40.89719741940498
-32.72312247753143,-38.953639787435534
-56.580737948417664,-41.153852206468585
-31.491175696253777,-41.49839611053467
-47.46573969721794,-42.816700361669064
-30.30395098030567,-42.24747161269188
-56.83769631385803,-42.556375136971475
-31.02151048183441,-42.15736216157675
-56.7192719578743,-42.35808848589659
-31.648819655179977,-42.20877431333065
-74.49811816215515,-44.92901433706284
-27.81260295212269,-44.43796238452196
-34.70237158238888,-42.250125747919085
-56.481461465358734,-44.749154324829576
-42.45572732388973,-44.24815308749676
-46.49768263101578,-45.86752625256777
-33.70422998070717,-43.55417961925268
-30.486166208982468,-43.500645191967486
-35.087666034698486,-41.337484599649905
-53.59999632835388,-43.532602266967295
-38.082549929618835,-39.891045443713665
-34.1103807836771,-40.520823226869105
-39.09817510843277,-40.96040357947349
-29.057932287454605,-38.21805066168308
-32.72361873090267,-37.24483980238438
-35.94436039030552,-36.18950757831335
-34.631224647164345,-36.282207044959065
-34.90822263062,-36.72441268712282
-52.61847773194313,-38.47749385684729
-33.20315678417683,-36.43780990242958
-41.29176443815231,-36.758731353282926
-31.524014860391617,-36.50009476095438
-34.38794808089733,-36.02907205820084
-35.72826190292835,-36.69610501974821
-55.936291724443436,-39.017372319102286
-40.54497005045414,-39.47743328511715
-33.21881517767906,-39.33619233816862
-55.565721303224564,-41.40194220542908
-51.73275178670883,-41.313369610905646
-54.200203597545624,-43.41307429224253
-54.82294870913029,-44.766192719340324
-56.16136944293976,-47.22992817759514
-31.595802798867226,-46.95071364939213
-56.06509467959404,-48.9843969270587
-28.99863252043724,-46.290631006658074
-47.89892369508743,-47.026026371121404
-56.30723065137863,-49.33486791849136
-28.430279567837715,-46.621323744952676
-36.3085333108902,-45.07890189737081
-28.400337740778923,-42.49891531169415
-58.01573523879051,-42.81819396466017
-27.690999299287796,-39.97115695029497
-30.358711257576942,-39.847447796165945
-52.37750497460365,-39.47868882566691
-34.652666956186295,-40.04409226924181
-33.80021572113037,-38.634221471846104
-49.584735095500946,-37.961971916258335
-28.147302985191345,-37.9336742579937
-31.30503249168396,-37.43332417607307
-45.5533410012722,-39.1486245021224
-33.391310065984726,-36.686181984841824
-56.44187015295029,-39.56126907020807
-61.04623433947563,-42.63002137839794
-42.425433576107025,-41.63481423854828
-33.43272912502289,-41.512820455431935
-53.716003090143204,-43.504399192333224
-54.96531009674072,-44.0424566924572
-50.21861431002617,-46.24958782494068
-50.10155910253525,-48.12924048602581
-28.644200265407562,-46.438326412439345
-40.65755869448185,-47.164951275289056
-49.00119933485985,-46.42088419348001
-48.59399211406708,-45.17565997093916
-34.850636929273605,-44.41818030625582
-34.85883654654026,-44.56079104840755
-28.104419961571693,-41.999632735550406
-37.99556061625481,-40.302657787501815
-37.81090408563614,-39.06188676506281
-48.03297072649002,-38.85502792745829
-55.65292474627495,-41.55590037554502
-43.649822473526,-41.85512675344944
-33.94606450200081,-40.34961327016354
-28.601734697818756,-38.350387528538704
-47.0986348092556,-39.575187316536905
-54.65801402926445,-41.555105064809325
-29.673244267702103,-41.71198749542236
-25.859088763594627,-40.498340310156344
-54.18723452091217,-42.13597335368395
-47.49600401520729,-42.08227668255567
-43.31416489183903,-40.84840069711208
-53.78240603208542,-41.86165905296802
-53.11484885215759,-43.778537487983705
-55.6668621301651,-46.48505023121834
-33.46842539310455,-45.12202928960323
-29.346957206726074,-42.590923607349396
-48.33792653679848,-44.457391834259035
-44.99149668216705,-46.370632626116276
-33.376853317022324,-44.289594505727294
-31.745547026395798,-42.71454880684614
-54.30805265903473,-43.81393758356571
-32.99568019807339,-41.73526500016451
-51.70919573307037,-41.59469968825579
-41.524083226919174,-40.180421797931196
-33.89571011066437,-40.223150269687174
-30.66036529839039,-40.354491078853606
-44.77324417233467,-39.998022842407224
-37.48030270636082,-39.2469034448266
-33.02129504084587,-39.21134761720896
-45.72587624192238,-40.60938053876161
-30.312839180231094,-38.209859190881254
-53.08232048153877,-40.21852321922779
-53.53167259693146,-40.400770905613896
-34.83784867823124,-39.7321474507451
-56.143946170806885,-41.95697105675936
-29.805572241544724,-41.87149175107479
-34.443113416433334,-40.83847867548466
-44.48785716295242,-41.53923412114382
-52.44918876886368,-43.4820234939456
-31.07792292535305,-42.01722816228867
-32.11548961699009,-42.19749320596456
-60.69207817316055,-42.95846897512674
-57.0256187915802,-43.307863594591616
-30.54919643700123,-42.878998370468615
-34.084704518318176,-40.67307420521975
-40.64201261103153,-41.756718242168425
-48.0907518863678,-43.12148208916187
-35.983527794480324,-42.27104915231466
-30.355661407113075,-40.061696416139604
-51.173920661211014,-42.0712961897254
